# Mach, CD, CP [meters, 0=nosecone], CN, CNa
1.150,0.770593,6.374959,0.000000,15.209052
1.160,0.764336,6.380813,0.000000,15.297217
1.170,0.757224,6.386705,0.000000,15.387344
1.180,0.750146,6.392616,0.000000,15.479126
1.190,0.742654,6.398527,0.000000,15.572227
1.200,0.735193,6.404417,0.000000,15.666291
1.210,0.727761,6.410268,0.000000,15.760934
1.220,0.720357,6.416059,0.000000,15.855747
1.230,0.713425,6.421770,0.000000,15.950298
1.240,0.706520,6.427379,0.000000,16.044130
1.250,0.700529,6.432867,0.000000,16.136762
1.260,0.694562,6.438212,0.000000,16.227690
1.270,0.689953,6.443393,0.000000,16.316385
1.280,0.685368,6.448388,0.000000,16.402294
1.290,0.682583,6.453177,0.000000,16.484844
1.300,0.679819,6.457738,0.000000,16.563436
1.310,0.678114,6.462047,0.000000,16.637448
1.320,0.676429,6.466084,0.000000,16.706239
1.330,0.674765,6.469823,0.000000,16.769141
1.340,0.673119,6.473242,0.000000,16.825467
1.350,0.671493,6.476315,0.000000,16.874506
1.360,0.669884,6.479017,0.000000,16.915529
1.370,0.668294,6.481319,0.000000,16.947780
1.380,0.666720,6.483194,0.000000,16.970486
1.390,0.665164,6.484610,0.000000,16.982852
1.400,0.663623,6.485534,0.000000,16.984060
1.410,0.662099,6.485931,0.000000,16.973274
1.420,0.660590,6.485761,0.000000,16.949636
1.430,0.659096,6.484982,0.000000,16.912269
1.440,0.657617,6.483548,0.000000,16.860274
1.450,0.656152,6.481405,0.000000,16.792734
1.460,0.654701,6.478495,0.000000,16.708713
1.470,0.653265,6.474754,0.000000,16.607252
1.480,0.651841,6.470107,0.000000,16.487377
1.490,0.650431,6.464470,0.000000,16.348093
1.500,0.649034,6.457748,0.000000,16.188386
1.510,0.647649,6.451389,0.000000,16.039612
1.520,0.646277,6.444885,0.000000,15.890838
1.530,0.644917,6.438231,0.000000,15.742063
1.540,0.643568,6.431424,0.000000,15.593289
1.550,0.642232,6.424460,0.000000,15.444515
1.560,0.640906,6.417336,0.000000,15.295740
1.570,0.639592,6.410047,0.000000,15.146966
1.580,0.638289,6.402589,0.000000,14.998192
1.590,0.636997,6.394957,0.000000,14.849417
1.600,0.635715,6.387147,0.000000,14.700643
1.610,0.634444,6.381055,0.000000,14.584449
1.620,0.633183,6.374846,0.000000,14.468256
1.630,0.631932,6.368516,0.000000,14.352062
1.640,0.630690,6.362064,0.000000,14.235868
1.650,0.629459,6.355488,0.000000,14.119675
1.660,0.628237,6.348784,0.000000,14.003481
1.670,0.627024,6.341950,0.000000,13.887287
1.680,0.625821,6.334983,0.000000,13.771093
1.690,0.624627,6.327881,0.000000,13.654900
1.700,0.623442,6.320639,0.000000,13.538706
1.710,0.622265,6.314782,0.000000,13.444733
1.720,0.621098,6.308829,0.000000,13.350760
1.730,0.619939,6.302777,0.000000,13.256788
1.740,0.618788,6.296626,0.000000,13.162815
1.750,0.617646,6.290373,0.000000,13.068842
1.760,0.616512,6.284016,0.000000,12.974869
1.770,0.615385,6.277554,0.000000,12.880897
1.780,0.614267,6.270984,0.000000,12.786924
1.790,0.613157,6.264306,0.000000,12.692951
1.800,0.612055,6.257515,0.000000,12.598978
1.810,0.610960,6.251878,0.000000,12.520982
1.820,0.609873,6.246159,0.000000,12.442985
1.830,0.608793,6.240359,0.000000,12.364988
1.840,0.607721,6.234476,0.000000,12.286991
1.850,0.606655,6.228508,0.000000,12.208995
1.860,0.605598,6.222455,0.000000,12.130998
1.870,0.604547,6.216314,0.000000,12.053001
1.880,0.603503,6.210085,0.000000,11.975005
1.890,0.602466,6.203765,0.000000,11.897008
1.900,0.601436,6.197354,0.000000,11.819011
1.910,0.600412,6.191925,0.000000,11.752966
1.920,0.599396,6.186427,0.000000,11.686922
1.930,0.598386,6.180860,0.000000,11.620877
1.940,0.597382,6.175222,0.000000,11.554832
1.950,0.596385,6.169512,0.000000,11.488788
1.960,0.595394,6.163730,0.000000,11.422743
1.970,0.594410,6.157874,0.000000,11.356698
1.980,0.593431,6.151942,0.000000,11.290653
1.990,0.592459,6.145934,0.000000,11.224609
2.000,0.591493,6.139838,0.000000,11.158564
2.010,0.590533,6.134599,0.000000,11.101742
2.020,0.589579,6.129291,0.000000,11.044921
2.030,0.588631,6.123913,0.000000,10.988100
2.040,0.587689,6.118465,0.000000,10.931278
2.050,0.586752,6.112946,0.000000,10.874457
2.060,0.585822,6.107356,0.000000,10.817635
2.070,0.584896,6.101693,0.000000,10.760814
2.080,0.583977,6.095957,0.000000,10.703992
2.090,0.583063,6.090147,0.000000,10.647171
2.100,0.582154,6.084262,0.000000,10.590349
2.110,0.581251,6.079120,0.000000,10.540825
2.120,0.580354,6.073918,0.000000,10.491300
2.130,0.579461,6.068655,0.000000,10.441775
2.140,0.578574,6.063331,0.000000,10.392251
2.150,0.577692,6.057947,0.000000,10.342726
2.160,0.576816,6.052500,0.000000,10.293202
2.170,0.575944,6.046990,0.000000,10.243677
2.180,0.575077,6.041417,0.000000,10.194153
2.190,0.574216,6.035780,0.000000,10.144628
2.200,0.573359,6.030079,0.000000,10.095103
2.210,0.572508,6.025038,0.000000,10.051471
2.220,0.571661,6.019945,0.000000,10.007838
2.230,0.570819,6.014799,0.000000,9.964205
2.240,0.569982,6.009600,0.000000,9.920572
2.250,0.569150,6.004346,0.000000,9.876940
2.260,0.568323,5.999039,0.000000,9.833307
2.270,0.567500,5.993676,0.000000,9.789674
2.280,0.566681,5.988257,0.000000,9.746041
2.290,0.565868,5.982783,0.000000,9.702409
2.300,0.565059,5.977252,0.000000,9.658776
2.310,0.564254,5.972315,0.000000,9.619982
2.320,0.563454,5.967331,0.000000,9.581189
2.330,0.562658,5.962301,0.000000,9.542395
2.340,0.561867,5.957223,0.000000,9.503601
2.350,0.561080,5.952097,0.000000,9.464808
2.360,0.560297,5.946922,0.000000,9.426014
2.370,0.559519,5.941699,0.000000,9.387220
2.380,0.558745,5.936427,0.000000,9.348426
2.390,0.557975,5.931104,0.000000,9.309633
2.400,0.557209,5.925732,0.000000,9.270839
2.410,0.556448,5.920898,0.000000,9.236078
2.420,0.555690,5.916022,0.000000,9.201316
2.430,0.554937,5.911104,0.000000,9.166554
2.440,0.554188,5.906144,0.000000,9.131793
2.450,0.553443,5.901140,0.000000,9.097031
2.460,0.552701,5.896093,0.000000,9.062270
2.470,0.551964,5.891003,0.000000,9.027508
2.480,0.551230,5.885868,0.000000,8.992747
2.490,0.550501,5.880689,0.000000,8.957985
2.500,0.549775,5.875465,0.000000,8.923224
2.510,0.549053,5.870732,0.000000,8.891864
2.520,0.548335,5.865961,0.000000,8.860504
2.530,0.547621,5.861152,0.000000,8.829144
2.540,0.546910,5.856305,0.000000,8.797784
2.550,0.546203,5.851419,0.000000,8.766424
2.560,0.545500,5.846494,0.000000,8.735064
2.570,0.544801,5.841529,0.000000,8.703704
2.580,0.544105,5.836525,0.000000,8.672344
2.590,0.543413,5.831480,0.000000,8.640984
2.600,0.542724,5.826395,0.000000,8.609624
2.610,0.542039,5.821761,0.000000,8.581165
2.620,0.541357,5.817092,0.000000,8.552706
2.630,0.540679,5.812388,0.000000,8.524246
2.640,0.540004,5.807650,0.000000,8.495787
